query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file	header_strain	header_collection_date	header_passage	header_submission_date	header_lab	header_raw	sequence_length	ambiguity_count	sequence_hash	passage_class	passage_score	passage_burden	is_max_length	is_ha1_complete	variant_count_at_max_length	group_n_ids	group_n_unique_sequences	group_max_length	group_n_max_length_variants	group_selected_class	group_n_selected_class_variants	group_top_variant_count	group_second_variant_count	group_top_variant_fraction	group_min_pairwise_diff_selected_class	group_max_pairwise_diff_selected_class	selection_reason	review_flag
A/BRANDENBURG/9/2020	A/Brandenburg/9/2020	EPI_ISL_434392	2020-02-23	Europe / Germany	Human	gisaid_meta_2020-21.xls	A/Brandenburg/9/2020	2020-02-23	C1-ori	2020-02-23	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_434392|A/Brandenburg/9/2020|2020-02-23|C1-ori|2020-02-23|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	43c512d62bcd04a6	cell	1	1	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRATISLAVA/112/2016	A/Bratislava/112/2016	EPI_ISL_275492	2016-12-30	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls	A/Bratislava/112/2016	2016-12-30	MDCKx/SIAT1	2016-12-30	National_Public_Health_Institute_of_Slovakia	EPI_ISL_275492|A/Bratislava/112/2016|2016-12-30|MDCKx/SIAT1|2016-12-30|National_Public_Health_Institute_of_Slovakia	566	1	339618289098edf0	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRATISLAVA/184/2016	A/Bratislava/184/2016	EPI_ISL_224532	2016-02-22	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls	A/Bratislava/184/2016	2016-02-22	MDCKx/SIAT1	2016-02-22	National_Public_Health_Institute_of_Slovakia	EPI_ISL_224532|A/Bratislava/184/2016|2016-02-22|MDCKx/SIAT1|2016-02-22|National_Public_Health_Institute_of_Slovakia	566	0	b9fbbe66bdbf8673	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRATISLAVA/225/2020	A/Bratislava/225/2020	EPI_ISL_477501	2020-02-06	Europe / Slovakia	Human	gisaid_meta_2020-21.xls	A/Bratislava/225/2020	2020-02-06	MDCK-ori	2020-02-06	National_Public_Health_Institute_of_Slovakia	EPI_ISL_477501|A/Bratislava/225/2020|2020-02-06|MDCK-ori|2020-02-06|National_Public_Health_Institute_of_Slovakia	566	0	4ea180234f93fc3f	cell	1	0	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRATISLAVA/31/2011	A/Bratislava/31/2011	EPI_ISL_99869	2011-11-03	Europe / Slovakia	Human	gisaid_meta_2011-2014.xls	A/Bratislava/31/2011	2011-11-03	clinical_specimen	2011-11-03	National_Public_Health_Institute_of_Slovakia	EPI_ISL_99869|A/Bratislava/31/2011|2011-11-03|clinical_specimen|2011-11-03|National_Public_Health_Institute_of_Slovakia	566	0	164bae9a6eca8aa0	original	0	0	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	5	5	prefer_passage_class	True
A/BRATISLAVA/319/2020	A/Bratislava/319/2020	EPI_ISL_462109	2020-02-21	Europe / Slovakia	Human	gisaid_meta_2020-21.xls	A/Bratislava/319/2020	2020-02-21	MDCK1-ori	2020-02-21	National_Public_Health_Institute_of_Slovakia	EPI_ISL_462109|A/Bratislava/319/2020|2020-02-21|MDCK1-ori|2020-02-21|National_Public_Health_Institute_of_Slovakia	566	0	0e7b69c3d2477587	cell	1	1	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRATISLAVA/322/2017	A/Bratislava/322/2017	EPI_ISL_275494	2017-02-15	Europe / Slovakia	Human	gisaid_meta_2017.xls	A/Bratislava/322/2017	2017-02-15	MDCKx/SIAT1	2017-02-15	National_Public_Health_Institute_of_Slovakia	EPI_ISL_275494|A/Bratislava/322/2017|2017-02-15|MDCKx/SIAT1|2017-02-15|National_Public_Health_Institute_of_Slovakia	566	1	f7b9f712d10cf530	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRATISLAVA/328/2019	A/Bratislava/328/2019	EPI_ISL_377295	2019-02-20	Europe / Slovakia	Human	gisaid_meta_2019.xls	A/Bratislava/328/2019	2019-02-20	MDCK1	2019-02-20	National_Public_Health_Institute_of_Slovakia	EPI_ISL_377295|A/Bratislava/328/2019|2019-02-20|MDCK1|2019-02-20|National_Public_Health_Institute_of_Slovakia	566	0	909ac90235310e76	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRATISLAVA/437/2015	A/Bratislava/437/2015	EPI_ISL_191767	2015-02-17	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls	A/Bratislava/437/2015	2015-02-17	MDCKx/SIAT1	2015-02-17	National_Public_Health_Institute_of_Slovakia	EPI_ISL_191767|A/Bratislava/437/2015|2015-02-17|MDCKx/SIAT1|2015-02-17|National_Public_Health_Institute_of_Slovakia	566	0	75caa9fc7019d64f	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRATISLAVA/446/2019	A/Bratislava/446/2019	EPI_ISL_377296	2019-03-08	Europe / Slovakia	Human	gisaid_meta_2019.xls	A/Bratislava/446/2019	2019-03-08	MDCK1	2019-03-08	National_Public_Health_Institute_of_Slovakia	EPI_ISL_377296|A/Bratislava/446/2019|2019-03-08|MDCK1|2019-03-08|National_Public_Health_Institute_of_Slovakia	566	1	1b5125ebdd4a6467	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/1/2009	A/Bremen/1/2009	EPI_ISL_175344	2009-01-05	Europe / Germany	Human	gisaid_meta_2010.xls	A/Bremen/1/2009	2009-01-05		2009-01-05		EPI_ISL_175344|A/Bremen/1/2009|2009-01-05||2009-01-05|	384	0	ea0e04f05bd67c0f	unknown	4	0	True	True	1	1	1	384	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/12/2019	A/Bremen/12/2019	EPI_ISL_355026	2019-02-18	Europe / Germany	Human	gisaid_meta_2019.xls	A/Bremen/12/2019	2019-02-18	C1/SIAT1	2019-02-18	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_355026|A/Bremen/12/2019|2019-02-18|C1/SIAT1|2019-02-18|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	e9d04b4906a42c86	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/17/2019	A/Bremen/17/2019	EPI_ISL_358024	2019-03-11	Europe / Germany	Human	gisaid_meta_2019.xls	A/Bremen/17/2019	2019-03-11	C1/SIAT1	2019-03-11	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_358024|A/Bremen/17/2019|2019-03-11|C1/SIAT1|2019-03-11|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	1621ba0595d960da	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/19/2012	A/Bremen/19/2012	EPI_ISL_175494	2012-12-17	Europe / Germany	Human	gisaid_meta_2011-2014.xls	A/Bremen/19/2012	2012-12-17		2012-12-17		EPI_ISL_175494|A/Bremen/19/2012|2012-12-17||2012-12-17|	553	0	db8852ddbc9d6608	unknown	4	0	True	True	1	1	1	553	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/20/2019	A/Bremen/20/2019	EPI_ISL_358025	2019-03-25	Europe / Germany	Human	gisaid_meta_2019.xls	A/Bremen/20/2019	2019-03-25	C1/SIAT1	2019-03-25	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_358025|A/Bremen/20/2019|2019-03-25|C1/SIAT1|2019-03-25|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	1621ba0595d960da	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/24/2019	A/Bremen/24/2019	EPI_ISL_401782	2019-10-02	Europe / Germany	Human	gisaid_meta_2019.xls	A/Bremen/24/2019	2019-10-02	Original	2019-10-02	Robert_Koch-Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_401782|A/Bremen/24/2019|2019-10-02|Original|2019-10-02|Robert_Koch-Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	e9cfba59a8cc160b	original	0	0	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BREMEN/27/2017	A/Bremen/27/2017	EPI_ISL_274102	2017-04-19	Europe / Germany	Human	gisaid_meta_2017.xls	A/Bremen/27/2017	2017-04-19	C1/SIAT1	2017-04-19	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_274102|A/Bremen/27/2017|2017-04-19|C1/SIAT1|2017-04-19|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	25c33111b274b9b2	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREMEN/7/2020	A/Bremen/7/2020	EPI_ISL_434393	2020-03-02	Europe / Germany	Human	gisaid_meta_2020-21.xls	A/Bremen/7/2020	2020-03-02	C1-ori	2020-03-02	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	EPI_ISL_434393|A/Bremen/7/2020|2020-03-02|C1-ori|2020-03-02|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	566	0	370de302403b76d3	cell	1	1	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BREST/1951/2017	A/Brest/1951/2017	EPI_ISL_303965	2017-10-22	Europe / France	Human	gisaid_meta_2017.xls	A/Brest/1951/2017	2017-10-22	MDCK1/SIAT1	2017-10-22	Institut_Pasteur	EPI_ISL_303965|A/Brest/1951/2017|2017-10-22|MDCK1/SIAT1|2017-10-22|Institut_Pasteur	566	0	701216d42d317d82	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BREST/1998/2019	A/Brest/1998/2019	EPI_ISL_388690	2019-04-07	Europe / France	Human	gisaid_meta_2019.xls	A/Brest/1998/2019	2019-04-07	MDCK1/SIAT1	2019-04-07	Institut_Pasteur	EPI_ISL_388690|A/Brest/1998/2019|2019-04-07|MDCK1/SIAT1|2019-04-07|Institut_Pasteur	566	0	8431b222b54e9426	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BREST/1999/2019	A/Brest/1999/2019	EPI_ISL_388691	2019-04-08	Europe / France	Human	gisaid_meta_2019.xls	A/Brest/1999/2019	2019-04-08	MDCK1/SIAT1	2019-04-08	Institut_Pasteur	EPI_ISL_388691|A/Brest/1999/2019|2019-04-08|MDCK1/SIAT1|2019-04-08|Institut_Pasteur	566	0	da159fd9d5bad8d9	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BREST/2001/2019	A/Brest/2001/2019	EPI_ISL_388692	2019-04-11	Europe / France	Human	gisaid_meta_2019.xls	A/Brest/2001/2019	2019-04-11	MDCK1/SIAT1	2019-04-11	Institut_Pasteur	EPI_ISL_388692|A/Brest/2001/2019|2019-04-11|MDCK1/SIAT1|2019-04-11|Institut_Pasteur	566	0	e9274e1c839499bb	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BREST/2002/2019	A/Brest/2002/2019	EPI_ISL_388693	2019-04-11	Europe / France	Human	gisaid_meta_2019.xls	A/Brest/2002/2019	2019-04-11	MDCK1/SIAT1	2019-04-11	Institut_Pasteur	EPI_ISL_388693|A/Brest/2002/2019|2019-04-11|MDCK1/SIAT1|2019-04-11|Institut_Pasteur	566	0	da159fd9d5bad8d9	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRETAGNE/1323/2020	A/Bretagne/1323/2020	EPI_ISL_498297	2020-02-20	Europe / France	Human	gisaid_meta_2020-21.xls	A/Bretagne/1323/2020	2020-02-20	SIAT1	2020-02-20	Institut_Pasteur	EPI_ISL_498297|A/Bretagne/1323/2020|2020-02-20|SIAT1|2020-02-20|Institut_Pasteur	566	0	ff064fd36fa7655c	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRETAGNE/1413/2017	A/Bretagne/1413/2017	EPI_ISL_292377	2017-10-09	Europe / France	Human	gisaid_meta_2017.xls	A/Bretagne/1413/2017	2017-10-09	MDCK2/SIAT2	2017-10-09	Institut_Pasteur	EPI_ISL_292377|A/Bretagne/1413/2017|2017-10-09|MDCK2/SIAT2|2017-10-09|Institut_Pasteur	566	0	8eb82cabeffa9ef9	cell	1	4	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	1	1	prefer_passage_class	True
A/BRETAGNE/1564/2015	A/Bretagne/1564/2015	EPI_ISL_191632	2015-03-19	Europe / France / Bretagne / Departement des Cotes-d'Armor	Human	gisaid_meta_2015-2016.xls	A/Bretagne/1564/2015	2015-03-19	c2	2015-03-19	Institut_Pasteur	EPI_ISL_191632|A/Bretagne/1564/2015|2015-03-19|c2|2015-03-19|Institut_Pasteur	550	0	a300385bd648679e	cell	1	2	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	525	525	prefer_low_ambiguity	True
A/BRETAGNE/1565/2017	A/Bretagne/1565/2017	EPI_ISL_292379	2017-11-27	Europe / France	Human	gisaid_meta_2017.xls	A/Bretagne/1565/2017	2017-11-27	SIAT2	2017-11-27	Institut_Pasteur	EPI_ISL_292379|A/Bretagne/1565/2017|2017-11-27|SIAT2|2017-11-27|Institut_Pasteur	566	0	cc70e56676bf060d	cell	1	2	True	True	2	3	2	566	2	ha1_complete	2	2	1	0.6666666666666666	3	3	prefer_passage_class	False
A/BRETAGNE/1661/2015	A/Bretagne/1661/2015	EPI_ISL_191099	2015-04-01	Europe / France / Bretagne / Departement des Cotes-d'Armor	Human	gisaid_meta_2015-2016.xls	A/Bretagne/1661/2015	2015-04-01	c2	2015-04-01	Institut_Pasteur	EPI_ISL_191099|A/Bretagne/1661/2015|2015-04-01|c2|2015-04-01|Institut_Pasteur	550	0	a300385bd648679e	cell	1	2	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	525	525	prefer_low_ambiguity	True
A/BRETAGNE/1913/2019	A/Bretagne/1913/2019	EPI_ISL_388696	2019-04-11	Europe / France	Human	gisaid_meta_2019.xls	A/Bretagne/1913/2019	2019-04-11	MDCK1/SIAT1	2019-04-11	Institut_Pasteur	EPI_ISL_388696|A/Bretagne/1913/2019|2019-04-11|MDCK1/SIAT1|2019-04-11|Institut_Pasteur	566	0	da159fd9d5bad8d9	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRETAGNE/2836/2016	A/Bretagne/2836/2016	EPI_ISL_239753	2016-10-03	Europe / France	Human	gisaid_meta_2015-2016.xls	A/Bretagne/2836/2016	2016-10-03	MDCK1/SIAT1	2016-10-03	Institut_Pasteur	EPI_ISL_239753|A/Bretagne/2836/2016|2016-10-03|MDCK1/SIAT1|2016-10-03|Institut_Pasteur	566	0	60929dd03eac9059	cell	1	2	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	1	1	prefer_passage_class	True
A/BRETAGNE/2845/2016	A/Bretagne/2845/2016	EPI_ISL_239755	2016-10-13	Europe / France	Human	gisaid_meta_2015-2016.xls	A/Bretagne/2845/2016	2016-10-13	MDCK1/SIAT1	2016-10-13	Institut_Pasteur	EPI_ISL_239755|A/Bretagne/2845/2016|2016-10-13|MDCK1/SIAT1|2016-10-13|Institut_Pasteur	566	1	eee1b62b7736bb61	cell	1	2	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	1	1	prefer_passage_class	True
A/BRETAGNE/775/2020	A/Bretagne/775/2020	EPI_ISL_412048	2020-02-03	Europe / France / Bretagne	Human	gisaid_meta_2020-21.xls	A/Bretagne/775/2020	2020-02-03	Original	2020-02-03	Institut_Pasteur	EPI_ISL_412048|A/Bretagne/775/2020|2020-02-03|Original|2020-02-03|Institut_Pasteur	566	0	adf62f803db38356	original	0	0	True	True	3	3	1	566	1	ha1_complete	1	3	0	1.0	0	0	identical_sequences	False
A/BRISBANE/1/2012	A/Brisbane/1/2012	EPI_ISL_288816	2012-01-06	Oceania / Australia	Human	gisaid_meta_2011-2014.xls	A/Brisbane/1/2012	2012-01-06	passage_details:_mdck3	2012-01-06		EPI_ISL_288816|A/Brisbane/1/2012|2012-01-06|passage_details:_mdck3|2012-01-06|	566	0	36c0e275dc322139	cell	1	3	True	True	1	4	4	566	4	ha1_complete	4	1	1	0.25	1	3	prefer_passage_class	True
A/BRISBANE/1/2018	A/Brisbane/1/2018	EPI_ISL_396179	2018-01-02	Oceania / Australia	Human	gisaid_meta_2018.xls	A/Brisbane/1/2018	2018-01-02		2018-01-02		EPI_ISL_396179|A/Brisbane/1/2018|2018-01-02||2018-01-02|	566	0	f543184a57876d4b	unknown	4	0	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/11/2010	A/BRISBANE/11/2010	EPI_ISL_78688	2010-05-26	Oceania / Australia / Queensland / Airlie Beach	Human	gisaid_meta_2010.xls	A/BRISBANE/11/2010	2010-05-26	MDCK3	2010-05-26	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_78688|A/BRISBANE/11/2010|2010-05-26|MDCK3|2010-05-26|Queensland_Health_Forensic_and_Scientific_Services	566	0	0d75b61351c4ba2e	cell	1	3	True	True	2	6	3	566	3	ha1_complete	3	3	2	0.5	1	4	prefer_passage_class	True
A/BRISBANE/110/1999	A/Brisbane/110/1999	EPI_ISL_3663349	1999-07-31	Oceania / Australia / Queensland / Brisbane	Human	gisaid_meta_2010.xls	A/Brisbane/110/1999	1999-07-31	MDCKX,_MDCK1	1999-07-31	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_3663349|A/Brisbane/110/1999|1999-07-31|MDCKX,_MDCK1|1999-07-31|Queensland_Health_Forensic_and_Scientific_Services	333	0	2c5b28fc6187c835	cell	1	1	True	True	1	1	1	333	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/190/2017	A/Brisbane/190/2017	EPI_ISL_293803	2017-10-18	Oceania / Australia / Queensland / Brisbane	Human	gisaid_meta_2017.xls	A/Brisbane/190/2017	2017-10-18	SIAT2	2017-10-18	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_293803|A/Brisbane/190/2017|2017-10-18|SIAT2|2017-10-18|Queensland_Health_Forensic_and_Scientific_Services	566	0	4dbe55b6970d27fd	cell	1	2	True	True	1	4	3	566	3	ha1_complete	3	2	1	0.5	1	2	prefer_passage_class	True
A/BRISBANE/202/2007	A/Brisbane/202/2007	EPI_ISL_356907	2007-07-15	Oceania / Australia / Queensland / Ayr	Human	gisaid_meta_2010.xls	A/Brisbane/202/2007	2007-07-15	E1	2007-07-15	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_356907|A/Brisbane/202/2007|2007-07-15|E1|2007-07-15|Queensland_Health_Forensic_and_Scientific_Services	322	0	474ac26d171b4cae	egg	2	1	True	False	1	1	1	322	1	longest_available	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/229/2007	A/Brisbane/229/2007	EPI_ISL_356910	2007-07-23	Oceania / Australia / Queensland / Townsville	Human	gisaid_meta_2010.xls	A/Brisbane/229/2007	2007-07-23	E3	2007-07-23	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_356910|A/Brisbane/229/2007|2007-07-23|E3|2007-07-23|Queensland_Health_Forensic_and_Scientific_Services	322	0	8539040d8a9c8752	egg	2	3	True	False	1	1	1	322	1	longest_available	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/23/2005	A/Brisbane/23/2005	EPI_ISL_10656139	2005-06-22	Oceania / Australia / Queensland / Rockhampton	Human	gisaid_meta_2010.xls	A/Brisbane/23/2005	2005-06-22	E3	2005-06-22	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_10656139|A/Brisbane/23/2005|2005-06-22|E3|2005-06-22|Queensland_Health_Forensic_and_Scientific_Services	347	0	4bb20df695f3ff20	egg	2	3	True	True	1	1	1	347	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/299/2011	A/BRISBANE/299/2011	EPI_ISL_99750	2011-08-13	Oceania / Australia / Queensland / Gold Coast	Human	gisaid_meta_2011-2014.xls	A/BRISBANE/299/2011	2011-08-13	MDCK2	2011-08-13	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_99750|A/BRISBANE/299/2011|2011-08-13|MDCK2|2011-08-13|Queensland_Health_Forensic_and_Scientific_Services	566	0	ebf0aba11aaa9ab3	cell	1	2	True	True	2	5	4	566	4	ha1_complete	4	2	1	0.4	1	6	prefer_passage_class	True
A/BRISBANE/3/2005	A/BRISBANE/3/2005	EPI_ISL_167297	2005	Oceania / Australia	Human	gisaid_meta_2010.xls	A/BRISBANE/3/2005	2005-11-01	passage_details:_X,_MDCK2	2005-11-01		EPI_ISL_167297|A/BRISBANE/3/2005|2005-11-01|passage_details:_X,_MDCK2|2005-11-01|	566	0	f67b5ce1d33f9084	cell	1	2	True	True	2	5	4	566	3	ha1_complete	4	2	1	0.5	1	536	prefer_passage_class	True
A/BRISBANE/34/2018	A/Brisbane/34/2018	EPI_ISL_313820	2018-03-17	Oceania / Australia / Queensland / Wooloowin	Human	gisaid_meta_2018.xls	A/Brisbane/34/2018	2018-03-17	SIAT2	2018-03-17	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_313820|A/Brisbane/34/2018|2018-03-17|SIAT2|2018-03-17|Queensland_Health_Forensic_and_Scientific_Services	566	0	ca107554f20b82ad	cell	1	2	True	True	2	4	3	566	3	ha1_complete	3	2	1	0.5	2	3	prefer_passage_class	True
A/BRISBANE/341/2014	A/Brisbane/341/2014	EPI_ISL_15146376	2014-10-03	Oceania / Australia / Queensland / Beenleigh	Human	gisaid_meta_2011-2014.xls	A/Brisbane/341/2014	2014-10-03	Original_Specimen	2014-10-03	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_15146376|A/Brisbane/341/2014|2014-10-03|Original_Specimen|2014-10-03|Queensland_Health_Forensic_and_Scientific_Services	566	0	c0d794e01910a8e4	original	0	0	True	True	3	5	2	566	2	ha1_complete	2	3	2	0.6	3	3	prefer_passage_class	False
A/BRISBANE/43/2018	A/Brisbane/43/2018	EPI_ISL_314600	2018-04-07	Oceania / Australia / Queensland / Sunshine Coast	Human	gisaid_meta_2018.xls	A/Brisbane/43/2018	2018-04-07	MDCK2,_SIAT1	2018-04-07	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_314600|A/Brisbane/43/2018|2018-04-07|MDCK2,_SIAT1|2018-04-07|Queensland_Health_Forensic_and_Scientific_Services	566	0	0e058595bb3a463f	cell	1	3	True	True	2	4	2	566	2	ha1_complete	2	2	2	0.5	2	2	prefer_passage_class	True
A/BRISBANE/47/2015	A/Brisbane/47/2015	EPI_ISL_194491	2015-03-18	Oceania / Australia / Queensland / Sunshine Coast	Human	gisaid_meta_2015-2016.xls	A/Brisbane/47/2015	2015-03-18	MDCK2,SIAT1	2015-03-18	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_194491|A/Brisbane/47/2015|2015-03-18|MDCK2,SIAT1|2015-03-18|Queensland_Health_Forensic_and_Scientific_Services	566	0	09d7d052e0dcb28f	cell	1	3	True	True	2	6	4	566	4	ha1_complete	4	2	2	0.3333333333333333	1	6	prefer_passage_class	True
A/BRISBANE/53/2009	A/Brisbane/53/2009	EPI_ISL_33596	2009-04-28	Oceania / Australia / Queensland	Human	gisaid_meta_2010.xls	A/Brisbane/53/2009	2009-04-28	E2	2009-04-28	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_33596|A/Brisbane/53/2009|2009-04-28|E2|2009-04-28|Queensland_Health_Forensic_and_Scientific_Services	566	0	5e9d332f657a290f	egg	2	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRISBANE/54/2009	A/BRISBANE/54/2009	EPI_ISL_60149	2009-05-07	Oceania / Australia / Queensland	Human	gisaid_meta_2010.xls	A/BRISBANE/54/2009	2009-05-07	E3	2009-05-07	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_60149|A/BRISBANE/54/2009|2009-05-07|E3|2009-05-07|Queensland_Health_Forensic_and_Scientific_Services	566	0	8d34a119181d0e0b	egg	2	3	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/BRISBANE/65/1999	A/Brisbane/65/1999	EPI_ISL_3663358	1999-07-08	Oceania / Australia / Queensland / Brisbane	Human	gisaid_meta_2010.xls	A/Brisbane/65/1999	1999-07-08	MDCKX	1999-07-08	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_3663358|A/Brisbane/65/1999|1999-07-08|MDCKX|1999-07-08|Queensland_Health_Forensic_and_Scientific_Services	330	0	db3169fe7492d449	cell	1	0	True	True	1	1	1	330	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/8/1999	A/Brisbane/8/1999	EPI_ISL_3663362	1999-03-08	Oceania / Australia / Queensland / Brisbane	Human	gisaid_meta_2010.xls	A/Brisbane/8/1999	1999-03-08	MDCKX,MDCK1	1999-03-08	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_3663362|A/Brisbane/8/1999|1999-03-08|MDCKX,MDCK1|1999-03-08|Queensland_Health_Forensic_and_Scientific_Services	340	0	9728ae04cc21badb	cell	1	1	True	True	1	1	1	340	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/BRISBANE/82/2015	A/Brisbane/82/2015	EPI_ISL_194494	2015-04-22	Oceania / Australia / Queensland / Brisbane	Human	gisaid_meta_2015-2016.xls	A/Brisbane/82/2015	2015-04-22	MDCK2,SIAT1	2015-04-22	Queensland_Health_Forensic_and_Scientific_Services	EPI_ISL_194494|A/Brisbane/82/2015|2015-04-22|MDCK2,SIAT1|2015-04-22|Queensland_Health_Forensic_and_Scientific_Services	566	0	130448ad32594006	cell	1	3	True	True	5	8	2	566	2	ha1_complete	2	5	3	0.625	2	2	prefer_passage_class	False
A/BUCURESTI/179471/2015	A/Bucuresti/179471/2015	EPI_ISL_182168	2015-03-18	Europe / Romania / Municipiul Bucuresti	Human	gisaid_meta_2015-2016.xls	A/Bucuresti/179471/2015	2015-03-18	Original	2015-03-18	Cantacuzino_Institute	EPI_ISL_182168|A/Bucuresti/179471/2015|2015-03-18|Original|2015-03-18|Cantacuzino_Institute	566	0	a643793ec61aec41	original	0	0	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
